Kim Jong-Un	North Korea, Executive Executive Office Government Major Party (In Government) Parties Elite (National) Major Party Government
Chen Mei Ling	Taiwan, Executive Information / Communication / Transparency Ministry Parties (National) Major Party Government Opposition Major Party (Out Of Government)
Appeals Court (Bahrain)	Judicial Government
Newspaper (Sweden)	Regional Regional Diplomatic IGOs International Government Organization Social Media
Vincent Biruta	Rwanda, Executive Upper House Government Parties Legislative / Parliamentary Ideological (National) Minor Party Center Left Foreign Ministry
Actor (Africa)	Elite
National Congress (Liberia)	Parties
Banri Kaieda	Japan, Parties Center Left (National) Major Party Ideological
Siraj Desai	South Africa, Judicial Provincial Court Government Municipal / District Court
Saara Kuugongelwa	Namibia, Executive Executive Office Finance / Economy / Commerce / Trade Ministry Lower House Parties Legislative / Parliamentary Cabinet Ideological Center Left (National) Major Party Government
Left Party (Sweden)	Parties
Cape Town International Airport	South Africa, Transportation Business Business Social
Zimbabwe Tourism Authority	Zimbabwe, Tourism Ministry Executive Government
Party President (Independent Party)	Center Left Parties Ideological (National) Minor Party
Education Ministry (Sudan)	Executive Government Education Ministry
Military (Crimea)	Military Government
Choguel Kokalla Maïga	Mali, Parties (National) Minor Party
Erdem Akyuz	Turkey, Legal NGOs Nongovernmental Organizations / Activists
Civic Group (Jordan)	Nongovernmental Organizations / Activists Nongovernmental Organization (International)
Joel Villanueva	Philippines, Labor Ministry Executive Government
Lithuanian Christian Democrats	Lithuania, Christian International Religious Center Right Catholic Parties Ideological (National) Minor Party (National) Major Party
U Myint Swe	Myanmar, Executive Executive Office Social Government Media
Elena Udrea	Romania, Parties
Company - Owner or Operator (Bulgaria)	Business Social
Ahmed Hassan Said	Egypt, Business Parties Ideological (National) Minor Party Science / Tech / Knowledge / Innovation Business Center Left Centrist (National) Major Party Secular Social
Insurgent (Mozambique)	Dissident Rebel
Indigenous People (Hungary)	General Population / Civilian / Social Social
Member of Legislative (Govt) (Micronesia)	Legislative / Parliamentary Government
Opposition Supporter (Zimbabwe)	Dissident Protestors / Popular Opposition / Mobs
Government Official (Tanzania)	Government
Women (Jamaica)	General Population / Civilian / Social Social
Citizen (Liechtenstein)	General Population / Civilian / Social Social
Senate (Slovakia)	Legislative / Parliamentary Upper House Government
Refugee (Zambia)	Refugees / Displaced Social
Labor and Employment Ministry (Iran)	Labor Ministry Executive Government
Ministry of Local Government and Rural Development (South Africa)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Public Courts (Venezuela)	Judicial Government
National Intelligence Bureau (Czech Republic)	Executive Regional Regional Diplomatic IGOs Intelligence Ministry International Government Organization Government
Anas Khalid Al Saleh	Kuwait, Finance / Economy / Commerce / Trade Ministry Executive Government
Martin Lomuro	South Sudan, Executive Government Agriculture / Fishing / Forestry Ministry Parties Cabinet (National) Minor Party (National) Major Party Foreign Ministry
Military (Montenegro)	Military Government
Stephen Conroy	Australia, Government
Quebec Liberal Party	Canada, Provincial Party Parties Center Right Ideological
Amien Rais	Indonesia, Muslim International Religious
Media (Honduras)	Social Media
Public Courts (Turkey)	Judicial Government
Army Intelligence (India)	Military Intelligence Military Government
Ratan Tata	India, Elite Business Social
Tagammu	Egypt, Ideological Parties Far Left (National) Minor Party
Healthcare Facility (Mexico)	Medical / Health Social
Activist (Jordan)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Education Ministry (Benin)	Executive Government Education Ministry
Target Corp	Multi-National Corporations, Social Business Multinational Corporation Consumer Goods Business
Political Parties (Brazil)	Parties
National Economic Council (Mexico)	Finance / Economy / Commerce / Trade Ministry Executive Government
High Ranking Military Personnel (Nepal)	Military Government
Ombudsman (United Kingdom)	Government
Ruling Party (Hungary)	Government Major Party (In Government) (National) Major Party Parties
Civic Group (Romania)	Nongovernmental Organizations / Activists Nongovernmental Organization (International)
Godfrey Oliphant	South Africa, Industrial / Textiles / Mining Ministry Communist Executive Parties Ideological (National) Minor Party Government
Media (Uganda)	Social Media
Secret Agent (South Africa)	Military Intelligence Military Government
Justice Department/Ministery (Ecuador)	Judicial Government
Space Agency (India)	Executive Government Science / Tech / Knowledge / Innovation Ministry
Meles Zenawi	Ethiopia, Executive Executive Office Parties Elite Ideological Center Left (National) Major Party Government
Royal Administration (Ukraine)	Government
Alois Philipp Maria	Liechtenstein, Executive Office Executive Elite Government
Extremist (Iran)	Dissident Radicals / Extremists / Fundamentalists
Separatist (Iranian Kurds)	International Ethnic Kurd (Ethnic Group)
Ricardo Lorenzetti	Argentina, National / Supreme Court Judicial Government
Industry (Ukraine)	Business Social
City Manager (South Africa)	Government
Road Accident Fund	South Africa, Executive Government Transportation Ministry
Women (Kyrgyzstan)	General Population / Civilian / Social Social
Foxconn Technology Group	Taiwan, Business Social
McHenry Venaani	Namibia, Parties Center Right Ideological (National) Minor Party
Information Ministry (Palestinian Territory, Occupied)	Executive Information / Communication / Transparency Ministry Government
Education (Albania)	Education Social
Immigrants (Senegal)	General Population / Civilian / Social Social
Carlos Maldonado	Chile, Executive Justice / Law Ministry Information / Communication / Transparency Ministry Parties Cabinet Ideological Center Left (National) Major Party Government
Party Member (Chile)	Parties
Political Parties (Liberia)	Parties
Iain Duncan Smith	United Kingdom, Executive Regional Regional Diplomatic IGOs Labor Ministry Center Right Parties Cabinet Elite Ideological International Government Organization (National) Major Party Government
Airline (Panama)	Business Social
Barnabas Andyar Gemade	Nigeria, Upper House Parties Legislative / Parliamentary Ideological Centrist (National) Major Party Government
Environment Department/Ministry (Italy)	Executive Environment Ministry Government
Opposition Force (Israel)	Dissident Rebel
Member of Parliament (Palestinian Territory, Occupied)	Legislative / Parliamentary Government
Rubem Cesar Fernandes	Brazil, Development NGOs Human Rights NGOs Nongovernmental Organizations / Activists
Lambert Mende Omalanga	Democratic Republic of Congo, Executive Energy Ministry Information / Communication / Transparency Ministry Parties Cabinet Social (National) Minor Party Government Media
People's Party (Malawi)	Parties
Alistair Carmichael	United Kingdom, Government
Investigative Commission (Georgia)	Government
Li Zhauxing	China, Elite Government
Women (Niger)	General Population / Civilian / Social Social
Javier Solana	Spain, Regional Regional Diplomatic IGOs Parties International Government Organization Elite Ideological Center Left (National) Major Party
Web Site (Mexico)	Social Media
Bank (Argentina)	Business Social
Bank (Italy)	Business Social
Grand Duke Henri	Luxembourg, Executive Regional Executive Office Regional Diplomatic IGOs International Government Organization Government
Rights Activist (Italy)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
National Water Commission	Mexico, Water Ministry Executive Environment Ministry Government
Immigrants (Ecuador)	General Population / Civilian / Social Social
Intelligence Officer (China)	Intelligence Ministry Executive Government
Ombudsman (India)	Government
Member of the Judiciary (Norway)	Judicial Government
Tyrant (Malaysia)	Executive Office Executive Government
Cabinet / Council of Ministers / Advisors (North Korea)	Executive Cabinet Government
Nurse (United States)	Nongovernmental Organizations / Activists Medical / Health NGOs
Military Personnel (Finland)	Military Government
Federal Emergency Management Agency	United States, Executive Disaster Ministry Government
Moshood Kashimawo Olawale Abiola	Nigeria, Business Social
Transport (Taiwan)	Business Social
Customs Official (Taiwan)	Government
Insurgency (Taliban)	Sunni International Religious Ideological Dissident Insurgents Fundamentalist
Director General (Switzerland)	Government
American Popular Revolutionary Alliance	Peru, Parties Center Left (National) Major Party Ideological
Joachim Gauck	Germany, Executive Office Executive Elite Government
Northern Ireland Human Rights Commission	Non-Governmental Organizations, Nongovernmental Organization (International) Human Rights IGOs
Antonio Milososki	Macedonia, Executive Government Center Right Parties Cabinet Ideological (National) Minor Party Foreign Ministry
Press Union of Liberia	Liberia, Nongovernmental Organizations / Activists Media NGOs
The Poor (France)	General Population / Civilian / Social Social
Artur Grigoryan	Armenia, Executive Labor Ministry Center Right Parties Cabinet Ideological (National) Major Party Government
Oversight Court (Sweden)	Regional Regional Diplomatic IGOs Judicial International Government Organization Government
Scientist (Romania)	Education Social
Rights Activist (Romania)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Economist (Ethiopia)	Education Social
Human Rights Group (Democratic Republic of Congo)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Education (Botswana)	Education Social
Scholar (Botswana)	Education Social
President of the Senate (Cote d'Ivoire)	Legislative / Parliamentary Government
Henry Mussa	Malawi, Executive Transportation Ministry Unicameral Legislative / Parliamentary Government Housing / Construction Ministry
Director General (Montenegro)	Government
Javier Ochoa Duarte	Mexico, Lower House Parties Local Legislative / Parliamentary Provincial Ideological Center Left (National) Major Party Government
